TOW,TOW_Frac,PRN,C_N0,Doppler,Carrier_Phase,Code_Phase,Tracking_State,Label
477914,0.17,20,41.92850112915039,-2968.550048828125,103289.77088986,23909988.475845724,6.0,0
477914,0.17,23,52.00309753417969,-440.4282531738281,14954.793822888283,20102516.341318097,6.0,0
477914,0.17,30,42.32579040527344,-3323.209228515625,115642.890629592,24301319.699973647,6.0,0
477914,0.17,32,39.28353118896485,-3061.53662109375,106646.1913706998,25170781.09166295,6.0,0
477914,0.37,3,50.67962646484375,760.4132690429688,-27026.654438255355,20984280.98507724,6.0,0
477914,0.37,6,48.66152191162109,-528.001708984375,18094.334180483827,21913972.717286773,6.0,0
477914,0.37,7,48.29847717285156,1852.685791015625,-64871.85947417794,22682382.34657197,6.0,0
477914,0.37,10,42.95317840576172,628.409912109375,-22357.96168732911,23931075.338332232,6.0,0
477914,0.37,11,36.018516540527344,1920.0087890625,-66980.95811413683,26033614.444353577,6.0,0
477914,0.37,13,51.91411972045898,1831.9173583984373,-64388.872192803305,20726662.28155484,6.0,0
477914,0.37,16,50.4655647277832,-2804.148193359375,98013.75478175166,22097507.833584804,6.0,0
477914,0.37,19,48.63926696777344,2611.60302734375,-91643.42966614326,22178923.678481907,6.0,0
477914,0.37,20,41.913848876953125,-2968.20068359375,103883.42631988051,23910101.382170998,6.0,0
477914,0.37,23,51.99241256713867,-440.6552734375,15042.904379702522,20102533.105474792,6.0,0
477914,0.37,30,42.3195686340332,-3322.89501953125,116307.51697288826,24301446.15575196,6.0,0
477914,0.37,32,39.28168869018555,-3061.53076171875,107258.54914270352,25170897.7538128,6.0,0
477914,0.57,3,50.68534851074219,760.2677001953125,-27178.73279284942,20984252.01583731,6.0,0
477914,0.57,6,48.67634582519531,-528.0948486328125,18199.940314152627,21913992.806024395,6.0,0
477914,0.57,7,48.29393768310547,1853.08740234375,-65242.44646018557,22682311.807213742,6.0,0
477914,0.57,10,42.96995162963867,628.5787353515625,-22483.65534239146,23931051.41876111,6.0,0
477914,0.57,11,36.16592788696289,1919.834228515625,-67364.89569079143,26033541.43909149,6.0,0
477914,0.57,13,51.91184616088867,1831.632080078125,-64755.23171396786,20726592.559803125,6.0,0
477914,0.57,16,50.46119689941406,-2804.119140625,98574.58400568354,22097614.56611883,6.0,0
477914,0.57,19,48.6390380859375,2611.352783203125,-92165.73801452071,22178824.266738087,6.0,0
477914,0.57,20,41.89961242675781,-2968.835205078125,104477.10614834564,23910214.28722836,6.0,0
477914,0.57,23,51.986446380615234,-440.66693115234375,15131.034425424645,20102549.85749733,6.0,0
477914,0.57,30,42.304935455322266,-3323.30810546875,116972.15851930366,24301572.60156721,6.0,0
477914,0.57,32,39.27398300170898,-3062.2236328125,107870.89413301204,25171014.32130313,6.0,0
477914,0.77,3,50.67803192138672,760.0756225585938,-27330.7865140005,20984223.05743193,6.0,0
477914,0.77,6,48.68438720703125,-528.0540771484375,18305.5700471442,21914012.9020286,6.0,0
477914,0.77,7,48.27935791015625,1852.761474609375,-65613.0366070281,22682241.2846472,6.0,0
477914,0.77,10,42.968841552734375,628.5088500976562,-22609.31706481171,23931027.518238623,6.0,0
477914,0.77,11,36.11491012573242,1920.7655029296875,-67748.87907643395,26033468.48764952,6.0,0
477914,0.77,13,51.890472412109375,1831.6844482421875,-65121.57617016102,20726522.843472216,6.0,0
477914,0.77,16,50.45442962646485,-2804.148193359375,99135.41929998492,22097721.317305844,6.0,0
477914,0.77,19,48.62697219848633,2611.5390625,-92688.03766764152,22178724.855277237,6.0,0
477914,0.77,20,41.88024139404297,-2968.34619140625,105070.76779665552,23910327.22462063,6.0,0
477914,0.77,23,51.97641372680664,-440.94049072265625,15219.19128941535,20102566.603500627,6.0,0
477914,0.77,30,42.29652404785156,-3323.30810546875,117636.793817849,24301699.059696093,6.0,0
477914,0.77,32,39.31309509277344,-3061.862548828125,108483.20617046415,25171130.84102284,6.0,0
477914,0.97,3,50.66682434082031,760.0465087890625,-27482.817545866827,20984194.118686195,6.0,0
477914,0.97,6,48.6895751953125,-528.292724609375,18411.23128871492,21914033.002348185,6.0,0
477914,0.97,7,48.29000473022461,1852.8895263671875,-65983.62524178775,22682170.746368777,6.0,0
477914,0.97,10,42.97118377685547,628.1013793945312,-22734.959567758604,23931003.64112138,6.0,0
477914,0.97,11,36.08887100219727,1919.525634765625,-68132.8496869955,26033395.5498915,6.0,0
477914,0.97,13,51.88613510131836,1831.6728515625,-65487.899680736125,20726453.144816577,6.0,0
477914,0.97,16,50.46052932739258,-2804.2587890625,99696.26829651953,22097828.057045497,6.0,0
477914,0.97,19,48.61476516723633,2611.440185546875,-93210.32250268746,22178625.45957302,6.0,0
477914,0.97,20,41.89583587646485,-2968.34619140625,105664.4259303608,23910440.151295096,6.0,0
477914,0.97,23,51.95286560058594,-441.0278015136719,15307.372355500818,20102583.365828156,6.0,0
477914,0.97,30,42.29042434692383,-3323.290771484375,118301.43270337256,24301825.52351709,6.0,0
477914,0.97,32,39.31003189086914,-3061.0478515625,109095.5481702634,25171247.340259902,6.0,0
477915,0.17,3,50.67108154296875,759.7787475585938,-27634.81686038489,20984165.17668779,6.0,0
477915,0.17,6,48.68709945678711,-528.5721435546875,18516.916111808157,21914053.10587938,6.0,0
477915,0.17,7,48.316402435302734,1852.7906494140625,-66354.2073566392,22682100.214379784,6.0,0
477915,0.17,10,42.99502944946289,628.113037109375,-22860.5729684931,23930979.76523891,6.0,0
477915,0.17,11,36.08705139160156,1918.576904296875,-68516.8387367028,26033322.52695964,6.0,0
477915,0.17,13,51.89406967163086,1831.4342041015625,-65854.20640110539,20726383.440741807,6.0,0
477915,0.17,16,50.459510803222656,-2804.2646484375,100257.11825260868,22097934.797348537,6.0,0
477915,0.17,19,48.59413528442383,2611.31201171875,-93732.58565487432,22178526.06469395,6.0,0
477915,0.17,20,41.937286376953125,-2968.2705078125,106258.09459904653,23910553.08292918,6.0,0
477915,0.17,23,51.94284439086914,-441.09765625,15395.580861691386,20102600.128128283,6.0,0
477915,0.17,30,42.253936767578125,-3322.74951171875,118966.0610883406,24301951.992554247,6.0,0
477915,0.17,32,39.31901168823242,-3061.0244140625,109707.88321201853,25171363.951079,6.0,0
477915,0.37,3,50.67365264892578,759.8660888671875,-27786.79090698075,20984136.23851232,6.0,0
477915,0.37,6,48.69499588012695,-528.5721435546875,18622.62775047065,21914073.20636571,6.0,0
477915,0.37,7,48.33335494995117,1852.9012451171875,-66724.79430336773,22682029.69310929,6.0,0
477915,0.37,10,43.02290344238281,627.7987060546875,-22986.170108663733,23930955.85814771,6.0,0
477915,0.37,11,36.07251739501953,1919.892333984375,-68900.8833712074,26033249.51176624,6.0,0
477915,0.37,13,51.89592361450195,1831.2945556640625,-66220.49366624374,20726313.738356035,6.0,0
477915,0.37,16,50.46234893798828,-2804.35791015625,100817.98351309936,22098041.544461507,6.0,0
477915,0.37,19,48.59710311889648,2611.259765625,-94254.83952416014,22178426.64934639,6.0,0
477915,0.37,20,41.95146942138672,-2968.34033203125,106851.76036300555,23910665.966847517,6.0,0
477915,0.37,23,51.9276008605957,-441.2140808105469,15483.808084681514,20102616.90681819,6.0,0
477915,0.37,30,42.22370910644531,-3322.539794921875,119630.69280429604,24302078.46759453,6.0,0
477915,0.37,32,39.33925628662109,-3061.274658203125,110320.19954893284,25171480.52873659,6.0,0
477915,0.57,3,50.667236328125,759.5983276367188,-27938.73469145014,20984107.30912637,6.0,0
477915,0.57,6,48.70849990844727,-528.77001953125,18728.360929068527,21914093.33708295,6.0,0
477915,0.57,7,48.32360076904297,1852.918701171875,-67095.3789021729,22681959.151404284,6.0,0
477915,0.57,10,43.00377655029297,627.670654296875,-23111.740609872504,23930931.99085708,6.0,0
477915,0.57,11,36.18751525878906,1920.2532958984373,-69284.90248834726,26033176.428488232,6.0,0
477915,0.57,13,51.88353729248047,1831.335205078125,-66586.7626289766,20726244.03943993,6.0,0
477915,0.57,16,50.47683334350586,-2804.34619140625,101378.85182884778,22098148.29710991,6.0,0
477915,0.57,19,48.58937072753906,2611.236328125,-94777.07695034042,22178327.247152567,6.0,0
477915,0.57,20,41.94538116455078,-2968.235595703125,107445.42806454492,23910778.87413592,6.0,0
477915,0.57,23,51.91154861450195,-441.4701843261719,15572.065788487438,20102633.6803214,6.0,0
477915,0.57,30,42.2075080871582,-3323.151123046875,120295.33842299807,24302204.903605174,6.0,0
477915,0.57,32,39.35924911499024,-3061.3388671875,110932.51960502472,25171597.120565776,6.0,0
477915,0.77,3,50.65727615356445,759.4528198242188,-28090.654604948824,20984078.37230034,6.0,0
477915,0.77,6,48.70941925048828,-528.7293090820312,18834.120756186312,21914113.473241165,6.0,0
477915,0.77,7,48.330108642578125,1852.6275634765625,-67465.95379862806,22681888.61189609,6.0,0
477915,0.77,10,43.00723648071289,627.9209594726562,-23237.294382649823,23930908.05137227,6.0,0
477915,0.77,11,36.24864959716797,1921.510498046875,-69668.95345890953,26033103.325264264,6.0,0
477915,0.77,13,51.87984848022461,1831.16650390625,-66953.02195849351,20726174.341237348,6.0,0
477915,0.77,16,50.496238708496094,-2804.35791015625,101939.73336430034,22098255.059104707,6.0,0
477915,0.77,19,48.57823944091797,2611.2421875,-95299.30037801352,22178227.86552704,6.0,0
477915,0.77,20,41.9359130859375,-2968.34033203125,108039.08611840068,23910891.76793329,6.0,0
477915,0.77,23,51.904296875,-441.5866088867188,15660.343652066542,20102650.476288542,6.0,0
477915,0.77,30,42.19669342041016,-3322.988037109375,120959.97213813604,24302331.35107489,6.0,0
477915,0.77,32,39.35340118408203,-3061.40283203125,111544.82883433194,25171713.77617826,6.0,0
477915,0.97,3,50.65289306640625,759.365478515625,-28242.546695285942,20984049.46888061,6.0,0
477915,0.97,6,48.70609664916992,-529.0552368164062,18939.902944131056,21914133.601985484,6.0,0
477915,0.97,7,48.33632659912109,1853.203857421875,-67836.53746820602,22681818.08555788,6.0,0
477915,0.97,10,43.01450729370117,628.0257568359375,-23362.827088628896,23930884.16239723,6.0,0
477915,0.97,11,36.37059020996094,1919.8865966796875,-70053.00636013562,26033030.33655288,6.0,0
477915,0.97,13,51.884864807128906,1830.9859619140625,-67319.2518367517,20726104.655873533,6.0,0
477915,0.97,16,50.51454925537109,-2804.5439453125,102500.6211777135,22098361.8125271,6.0,0
477915,0.97,19,48.57256317138672,2611.02685546875,-95821.50628174724,22178128.48120321,6.0,0
477915,0.97,20,41.971187591552734,-2968.2763671875,108632.7565831691,23911004.664451443,6.0,0
477915,0.97,23,51.88258743286133,-441.5982360839844,15748.64477009396,20102667.26035315,6.0,0
477915,0.97,30,42.21393966674805,-3323.23828125,121624.61163442604,24302457.83692604,6.0,0
477915,0.97,32,39.33818054199219,-3061.3447265625,112157.1301147599,25171830.365383223,6.0,0
477916,0.17,3,50.65354919433594,759.371337890625,-28394.41116028733,20984020.568790443,6.0,0
477916,0.17,6,48.71123504638672,-529.3113403320312,19045.70922547893,21914153.761955548,6.0,0
477916,0.17,7,48.3757209777832,1852.80224609375,-68207.11851504492,22681747.545964863,6.0,0
477916,0.17,10,43.0268669128418,627.1817016601562,-23488.32152439852,23930860.308361016,6.0,0
477916,0.17,11,36.40799331665039,1919.49072265625,-70437.07436843077,26032957.28517515,6.0,0
477916,0.17,13,51.88302612304688,1830.8812255859373,-67685.4711106465,20726034.96473738,6.0,0
477916,0.17,16,50.50175094604492,-2804.456787109375,103061.5173246985,22098468.564621363,6.0,0
477916,0.17,19,48.57460784912109,2610.916259765625,-96343.70124419055,22178029.07451904,6.0,0
477916,0.17,20,41.9991455078125,-2968.247314453125,109226.41875585551,23911117.570647508,6.0,0
477916,0.17,23,51.87064743041992,-441.7379455566406,15836.977161222952,20102684.045542397,6.0,0
477916,0.17,30,42.21400451660156,-3322.691162109375,122289.24207060726,24302584.32476364,6.0,0
477916,0.17,32,39.37661743164063,-3061.670654296875,112769.42541162611,25171946.990858074,6.0,0
477916,0.37,3,50.6631088256836,759.0802612304688,-28546.25258089148,20983991.67007476,6.0,0
477916,0.37,6,48.70116424560547,-529.1891479492188,19151.54639569297,21914173.91088616,6.0,0
477916,0.37,7,48.342323303222656,1852.732421875,-68577.69513926376,22681677.01498724,6.0,0
477916,0.37,10,43.0220947265625,627.3970947265625,-23613.8039054533,23930836.40345337,6.0,0
477916,0.37,11,36.3939208984375,1921.0623779296875,-70821.14382972941,26032884.150116503,6.0,0
477916,0.37,13,51.86743927001953,1830.980224609375,-68051.66730593168,20725965.277829956,6.0,0
477916,0.37,16,50.50006866455078,-2804.532470703125,103622.42300562572,22098575.32046508,6.0,0
477916,0.37,19,48.59401321411133,2610.677734375,-96865.88019727834,22177929.684249382,6.0,0
477916,0.37,20,41.99032211303711,-2968.247314453125,109820.07624971843,23911230.502599984,6.0,0
477916,0.37,23,51.84439849853516,-442.0347900390625,15925.328600023176,20102700.839518838,6.0,0
477916,0.37,30,42.21363830566406,-3323.121826171875,122953.87834113254,24302710.808935013,6.0,0
477916,0.37,32,39.37416458129883,-3061.571533203125,113381.71967676491,25172063.59999019,6.0,0
477916,0.57,3,50.67000579833984,758.9813232421875,-28698.05830277188,20983962.77855852,6.0,0
477916,0.57,6,48.716922760009766,-529.3521118164062,19257.40649371536,21914194.058488324,6.0,0
477916,0.57,7,48.31710433959961,1853.128173828125,-68948.27314292092,22681606.4859074,6.0,0
477916,0.57,10,42.98250198364258,627.3738403320312,-23739.267392404377,23930812.522032537,6.0,0
477916,0.57,11,36.548377990722656,1920.7305908203125,-71205.23141769832,26032811.135270327,6.0,0
477916,0.57,13,51.86297607421875,1830.8404541015625,-68417.84735279251,20725895.590367936,6.0,0
477916,0.57,16,50.5034294128418,-2804.64306640625,104183.33725293144,22098682.083767477,6.0,0
477916,0.57,19,48.57890701293945,2610.8056640625,-97388.03823118366,22177830.29264918,6.0,0
477916,0.57,20,42.01570892333984,-2968.2822265625,110413.74984049857,23911343.453826647,6.0,0
477916,0.57,23,51.83922576904297,-441.9241943359375,16013.704335988965,20102717.624618463,6.0,0
477916,0.57,30,42.20890426635742,-3322.848388671875,123618.50925931544,24302837.25393832,6.0,0
477916,0.57,32,39.42276382446289,-3061.3388671875,113994.00948521518,25172180.16737153,6.0,0
477916,0.77,3,50.691314697265625,758.8125,-28849.840753277294,20983933.9016608,6.0,0
477916,0.77,6,48.728614807128906,-529.4859619140625,19363.297502988367,21914214.215997286,6.0,0
477916,0.77,7,48.328834533691406,1852.9942626953125,-69318.84547908034,22681535.94717197,6.0,0
477916,0.77,10,42.968055725097656,627.1002197265625,-23864.703496622504,23930788.682616096,6.0,0
477916,0.77,11,36.57688903808594,1920.200927734375,-71589.34808963211,26032738.06892024,6.0,0
477916,0.77,13,51.85475158691406,1830.7066650390625,-68784.00656057696,20725825.91194752,6.0,0
477916,0.77,16,50.500450134277344,-2804.584716796875,104744.25846683502,22098788.83889053,6.0,0
477916,0.77,19,48.583740234375,2610.671875,-97910.1886062877,22177730.91106304,6.0,0
477916,0.77,20,42.01911926269531,-2968.35205078125,111007.42078531811,23911456.38182713,6.0,0
477916,0.77,23,51.83725738525391,-442.0580749511719,16102.109417138854,20102734.42419119,6.0,0
477916,0.77,30,42.24703979492188,-3323.01708984375,124283.15404651372,24302963.74873673,6.0,0
477916,0.77,32,39.45389175415039,-3061.26318359375,114606.2852414404,25172296.75648505,6.0,0
477916,0.97,3,50.69900131225586,758.8416137695312,-29001.600479541463,20983905.03184328,6.0,0
477916,0.97,6,48.74096298217773,-529.4510498046875,19469.2085880246,21914234.41061594,6.0,0
477916,0.97,7,48.3216438293457,1852.988525390625,-69689.41853367945,22681465.450551536,6.0,0
477916,0.97,10,42.93044662475586,627.193359375,-23990.116828469327,23930764.76674174,6.0,0
477916,0.97,11,36.63190841674805,1920.270751953125,-71973.46064264176,26032665.008216918,6.0,0
477916,0.97,13,51.84110641479492,1830.601806640625,-69150.15487950505,20725756.233581893,6.0,0
477916,0.97,16,50.50255584716797,-2804.741943359375,105305.18937471649,22098895.61138109,6.0,0
477916,0.97,19,48.58955764770508,2610.607666015625,-98432.3204726528,22177631.55679565,6.0,0
477916,0.97,20,42.01262664794922,-2968.48583984375,111601.06915471247,23911569.26798335,6.0,0
477916,0.97,23,51.82087707519531,-442.26763916015625,16190.536531085148,20102751.230757646,6.0,0
477916,0.97,30,42.26537322998047,-3323.139404296875,124947.7810602918,24303090.182901435,6.0,0
477916,0.97,32,39.52558898925781,-3061.54248046875,115218.55003581475,25172413.34496809,6.0,0
477917,0.17,3,50.71659851074219,758.59716796875,-29153.326020490844,20983876.173188858,6.0,0
477917,0.17,6,48.74760055541992,-529.695556640625,19575.152519898256,21914254.579673573,6.0,0
